# MAd/MH = 0.00642, MPAH/MH = 0.000659, Md/MH = 0.00708
# lambda   C_abs^PAH/H C_abs^Ad/H  C_sca^PAH/H C_sca^Ad/H  C_ext^PAH/H C_ext^Ad/H  C_ext^total/H  Albedo
# [um]     [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]    [cm^2/H]
1.0130e+04 6.0873e-31 2.0476e-28 1.3178e-43 1.4886e-37 6.0873e-31 2.0476e-28 2.0537e-28 7.2481e-10
1.0259e+04 5.9354e-31 2.0092e-28 1.2529e-43 1.4152e-37 5.9354e-31 2.0092e-28 2.0151e-28 7.0231e-10
1.0389e+04 5.7875e-31 1.9710e-28 1.1912e-43 1.3457e-37 5.7875e-31 1.9710e-28 1.9768e-28 6.8072e-10
1.0521e+04 5.6432e-31 1.9327e-28 1.1326e-43 1.2796e-37 5.6432e-31 1.9327e-28 1.9383e-28 6.6016e-10
1.0655e+04 5.5025e-31 1.8961e-28 1.0768e-43 1.2166e-37 5.5025e-31 1.8961e-28 1.9016e-28 6.3977e-10
1.0790e+04 5.3653e-31 1.8606e-28 1.0238e-43 1.1567e-37 5.3653e-31 1.8606e-28 1.8660e-28 6.1990e-10
1.0927e+04 5.2316e-31 1.8253e-28 9.7335e-44 1.0997e-37 5.2316e-31 1.8253e-28 1.8305e-28 6.0077e-10
1.1066e+04 5.1011e-31 1.7906e-28 9.2541e-44 1.0456e-37 5.1011e-31 1.7906e-28 1.7957e-28 5.8227e-10
1.1207e+04 4.9740e-31 1.7560e-28 8.7986e-44 9.9432e-38 4.9740e-31 1.7560e-28 1.7610e-28 5.6463e-10
1.1349e+04 4.8500e-31 1.7225e-28 8.3651e-44 9.4537e-38 4.8500e-31 1.7225e-28 1.7273e-28 5.4730e-10
1.1493e+04 4.7290e-31 1.6902e-28 7.9533e-44 8.9883e-38 4.7290e-31 1.6902e-28 1.6949e-28 5.3032e-10
1.1639e+04 4.6111e-31 1.6578e-28 7.5616e-44 8.5456e-38 4.6111e-31 1.6578e-28 1.6625e-28 5.1404e-10
1.1787e+04 4.4962e-31 1.6267e-28 7.1893e-44 8.1248e-38 4.4962e-31 1.6267e-28 1.6312e-28 4.9810e-10
1.1937e+04 4.3841e-31 1.5956e-28 6.8353e-44 7.7254e-38 4.3841e-31 1.5956e-28 1.6000e-28 4.8284e-10
1.2089e+04 4.2748e-31 1.5648e-28 6.4987e-44 7.3461e-38 4.2748e-31 1.5648e-28 1.5691e-28 4.6817e-10
1.2242e+04 4.1682e-31 1.5352e-28 6.1787e-44 6.9844e-38 4.1682e-31 1.5352e-28 1.5394e-28 4.5371e-10
1.2398e+04 4.0643e-31 1.5061e-28 5.8744e-44 6.6404e-38 4.0643e-31 1.5061e-28 1.5102e-28 4.3972e-10
1.2555e+04 3.9629e-31 1.4779e-28 5.5852e-44 6.3135e-38 3.9629e-31 1.4779e-28 1.4819e-28 4.2604e-10
1.2715e+04 3.8642e-31 1.4499e-28 5.3101e-44 6.0026e-38 3.8642e-31 1.4499e-28 1.4538e-28 4.1289e-10
1.2876e+04 3.7678e-31 1.4213e-28 5.0486e-44 5.7083e-38 3.7678e-31 1.4213e-28 1.4251e-28 4.0056e-10
1.3040e+04 3.6739e-31 1.3947e-28 4.8000e-44 5.4273e-38 3.6739e-31 1.3947e-28 1.3984e-28 3.8812e-10
1.3205e+04 3.5823e-31 1.3685e-28 4.5637e-44 5.1600e-38 3.5823e-31 1.3685e-28 1.3720e-28 3.7608e-10
1.3373e+04 3.4930e-31 1.3423e-28 4.3389e-44 4.9059e-38 3.4930e-31 1.3423e-28 1.3458e-28 3.6454e-10
1.3543e+04 3.4059e-31 1.3170e-28 4.1253e-44 4.6643e-38 3.4059e-31 1.3170e-28 1.3204e-28 3.5324e-10
1.3715e+04 3.3210e-31 1.2922e-28 3.9221e-44 4.4347e-38 3.3210e-31 1.2922e-28 1.2955e-28 3.4231e-10
1.3889e+04 3.2382e-31 1.2673e-28 3.7290e-44 4.2168e-38 3.2382e-31 1.2673e-28 1.2706e-28 3.3188e-10
1.4066e+04 3.1574e-31 1.2429e-28 3.5454e-44 4.0096e-38 3.1574e-31 1.2429e-28 1.2461e-28 3.2177e-10
1.4245e+04 3.0787e-31 1.2194e-28 3.3708e-44 3.8122e-38 3.0787e-31 1.2194e-28 1.2224e-28 3.1185e-10
1.4425e+04 3.0019e-31 1.1966e-28 3.2048e-44 3.6245e-38 3.0019e-31 1.1966e-28 1.1996e-28 3.0214e-10
1.4609e+04 2.9271e-31 1.1739e-28 3.0470e-44 3.4460e-38 2.9271e-31 1.1739e-28 1.1768e-28 2.9283e-10
1.4794e+04 2.8541e-31 1.1514e-28 2.8970e-44 3.2763e-38 2.8541e-31 1.1514e-28 1.1543e-28 2.8384e-10
1.4982e+04 2.7830e-31 1.1292e-28 2.7543e-44 3.1157e-38 2.7830e-31 1.1292e-28 1.1320e-28 2.7525e-10
1.5173e+04 2.7136e-31 1.1079e-28 2.6187e-44 2.9623e-38 2.7136e-31 1.1079e-28 1.1107e-28 2.6671e-10
1.5365e+04 2.6459e-31 1.0868e-28 2.4897e-44 2.8164e-38 2.6459e-31 1.0868e-28 1.0894e-28 2.5852e-10
1.5561e+04 2.5800e-31 1.0664e-28 2.3671e-44 2.6777e-38 2.5800e-31 1.0664e-28 1.0689e-28 2.5050e-10
1.5758e+04 2.5157e-31 1.0463e-28 2.2506e-44 2.5459e-38 2.5157e-31 1.0463e-28 1.0488e-28 2.4275e-10
1.5958e+04 2.4529e-31 1.0265e-28 2.1397e-44 2.4205e-38 2.4529e-31 1.0265e-28 1.0290e-28 2.3523e-10
1.6161e+04 2.3918e-31 1.0066e-28 2.0344e-44 2.3017e-38 2.3918e-31 1.0066e-28 1.0090e-28 2.2811e-10
1.6367e+04 2.3321e-31 9.8735e-29 1.9342e-44 2.1885e-38 2.3321e-31 9.8735e-29 9.8968e-29 2.2113e-10
1.6574e+04 2.2740e-31 9.6859e-29 1.8389e-44 2.0808e-38 2.2740e-31 9.6859e-29 9.7086e-29 2.1432e-10
1.6785e+04 2.2173e-31 9.5058e-29 1.7484e-44 1.9783e-38 2.2173e-31 9.5058e-29 9.5279e-29 2.0763e-10
1.6998e+04 2.1620e-31 9.3244e-29 1.6623e-44 1.8809e-38 2.1620e-31 9.3244e-29 9.3460e-29 2.0125e-10
1.7214e+04 2.1081e-31 9.1469e-29 1.5804e-44 1.7883e-38 2.1081e-31 9.1469e-29 9.1679e-29 1.9506e-10
1.7433e+04 2.0556e-31 8.9745e-29 1.5026e-44 1.7003e-38 2.0556e-31 8.9745e-29 8.9951e-29 1.8903e-10
1.7654e+04 2.0043e-31 8.8009e-29 1.4286e-44 1.6169e-38 2.0043e-31 8.8009e-29 8.8209e-29 1.8330e-10
1.7879e+04 1.9543e-31 8.6333e-29 1.3583e-44 1.5372e-38 1.9543e-31 8.6333e-29 8.6529e-29 1.7766e-10
1.8106e+04 1.9056e-31 8.4712e-29 1.2914e-44 1.4615e-38 1.9056e-31 8.4712e-29 8.4903e-29 1.7214e-10
1.8336e+04 1.8581e-31 8.3117e-29 1.2278e-44 1.3896e-38 1.8581e-31 8.3117e-29 8.3303e-29 1.6681e-10
1.8569e+04 1.8118e-31 8.1550e-29 1.1673e-44 1.3212e-38 1.8118e-31 8.1550e-29 8.1731e-29 1.6165e-10
1.8805e+04 1.7666e-31 7.9964e-29 1.1099e-44 1.2564e-38 1.7666e-31 7.9964e-29 8.0140e-29 1.5677e-10
1.9044e+04 1.7225e-31 7.8441e-29 1.0552e-44 1.1946e-38 1.7225e-31 7.8441e-29 7.8613e-29 1.5195e-10
1.9285e+04 1.6796e-31 7.6952e-29 1.0032e-44 1.1357e-38 1.6796e-31 7.6952e-29 7.7120e-29 1.4727e-10
1.9530e+04 1.6377e-31 7.5487e-29 9.5383e-45 1.0798e-38 1.6377e-31 7.5487e-29 7.5651e-29 1.4273e-10
1.9779e+04 1.5969e-31 7.4057e-29 9.0687e-45 1.0266e-38 1.5969e-31 7.4057e-29 7.4217e-29 1.3833e-10
2.0030e+04 1.5571e-31 7.2653e-29 8.6220e-45 9.7614e-39 1.5571e-31 7.2653e-29 7.2809e-29 1.3407e-10
2.0284e+04 1.5183e-31 7.1246e-29 8.1974e-45 9.2823e-39 1.5183e-31 7.1246e-29 7.1398e-29 1.3001e-10
2.0542e+04 1.4804e-31 6.9899e-29 7.7938e-45 8.8252e-39 1.4804e-31 6.9899e-29 7.0047e-29 1.2599e-10
2.0803e+04 1.4435e-31 6.8576e-29 7.4100e-45 8.3906e-39 1.4435e-31 6.8576e-29 6.8721e-29 1.2210e-10
2.1067e+04 1.4075e-31 6.7293e-29 7.0452e-45 7.9774e-39 1.4075e-31 6.7293e-29 6.7434e-29 1.1830e-10
2.1335e+04 1.3724e-31 6.6030e-29 6.6982e-45 7.5845e-39 1.3724e-31 6.6030e-29 6.6167e-29 1.1463e-10
2.1606e+04 1.3382e-31 6.4749e-29 6.3683e-45 7.2127e-39 1.3382e-31 6.4749e-29 6.4883e-29 1.1116e-10
2.1880e+04 1.3048e-31 6.3492e-29 6.0548e-45 6.8577e-39 1.3048e-31 6.3492e-29 6.3623e-29 1.0779e-10
2.2158e+04 1.2723e-31 6.2297e-29 5.7566e-45 6.5200e-39 1.2723e-31 6.2297e-29 6.2424e-29 1.0445e-10
2.2440e+04 1.2406e-31 6.1147e-29 5.4731e-45 6.1989e-39 1.2406e-31 6.1147e-29 6.1271e-29 1.0117e-10
2.2725e+04 1.2097e-31 5.9976e-29 5.2036e-45 5.8941e-39 1.2097e-31 5.9976e-29 6.0097e-29 9.8078e-11
2.3014e+04 1.1795e-31 5.8808e-29 4.9474e-45 5.6049e-39 1.1795e-31 5.8808e-29 5.8926e-29 9.5117e-11
2.3306e+04 1.1501e-31 5.7704e-29 4.7038e-45 5.3288e-39 1.1501e-31 5.7704e-29 5.7819e-29 9.2164e-11
2.3602e+04 1.1214e-31 5.6618e-29 4.4722e-45 5.0664e-39 1.1214e-31 5.6618e-29 5.6730e-29 8.9308e-11
2.3902e+04 1.0935e-31 5.5535e-29 4.2519e-45 4.8170e-39 1.0935e-31 5.5535e-29 5.5645e-29 8.6567e-11
2.4206e+04 1.0662e-31 5.4466e-29 4.0425e-45 4.5806e-39 1.0662e-31 5.4466e-29 5.4573e-29 8.3937e-11
2.4513e+04 1.0396e-31 5.3445e-29 3.8435e-45 4.3553e-39 1.0396e-31 5.3445e-29 5.3549e-29 8.1333e-11
2.4825e+04 1.0137e-31 5.2419e-29 3.6542e-45 4.1408e-39 1.0137e-31 5.2419e-29 5.2520e-29 7.8842e-11
2.5140e+04 9.8842e-32 5.1439e-29 3.4743e-45 3.9369e-39 9.8842e-32 5.1439e-29 5.1538e-29 7.6389e-11
2.5459e+04 9.6378e-32 5.0470e-29 3.3032e-45 3.7432e-39 9.6378e-32 5.0470e-29 5.0566e-29 7.4026e-11
2.5783e+04 9.3975e-32 4.9495e-29 3.1405e-45 3.5596e-39 9.3975e-32 4.9495e-29 4.9589e-29 7.1782e-11
2.6110e+04 9.1631e-32 4.8564e-29 2.9859e-45 3.3843e-39 9.1631e-32 4.8564e-29 4.8656e-29 6.9556e-11
2.6442e+04 8.9347e-32 4.7635e-29 2.8388e-45 3.2181e-39 8.9347e-32 4.7635e-29 4.7724e-29 6.7431e-11
2.6778e+04 8.7119e-32 4.6718e-29 2.6990e-45 3.0600e-39 8.7119e-32 4.6718e-29 4.6805e-29 6.5377e-11
2.7118e+04 8.4948e-32 4.5834e-29 2.5661e-45 2.9093e-39 8.4948e-32 4.5834e-29 4.5919e-29 6.3357e-11
2.7463e+04 8.2829e-32 4.4962e-29 2.4398e-45 2.7665e-39 8.2829e-32 4.4962e-29 4.5045e-29 6.1417e-11
2.7812e+04 8.0764e-32 4.4107e-29 2.3196e-45 2.6305e-39 8.0764e-32 4.4107e-29 4.4188e-29 5.9529e-11
2.8165e+04 7.8751e-32 4.3292e-29 2.2054e-45 2.5010e-39 7.8751e-32 4.3292e-29 4.3370e-29 5.7665e-11
2.8523e+04 7.6788e-32 4.2439e-29 2.0968e-45 2.3784e-39 7.6788e-32 4.2439e-29 4.2516e-29 5.5940e-11
2.8885e+04 7.4873e-32 4.1651e-29 1.9936e-45 2.2613e-39 7.4873e-32 4.1651e-29 4.1726e-29 5.4195e-11
2.9252e+04 7.3007e-32 4.0851e-29 1.8954e-45 2.1506e-39 7.3007e-32 4.0851e-29 4.0924e-29 5.2550e-11
2.9624e+04 7.1186e-32 4.0081e-29 1.8021e-45 2.0450e-39 7.1186e-32 4.0081e-29 4.0152e-29 5.0932e-11
3.0000e+04 6.9411e-32 3.9184e-29 1.7133e-45 1.9448e-39 6.9411e-32 3.9184e-29 3.9254e-29 4.9543e-11
